Sep 30 13:12:12.148 WARN Ethereum 2.0 is pre-release. This software is experimental.
Sep 30 13:12:12.148 INFO Lighthouse started                      version: Lighthouse/v0.2.13-c0e76d2c
Sep 30 23:30:08.893 INFO New block received                      hash: 0x9946…1569, slot: 412950
Sep 30 23:30:14.001 INFO Synced                                  slot: 412950, block: 0x9946…1569, epoch: 12904, finalized_epoch: 12901, finalized_root: 0x6629…187d, peers: 50, service: slot_notifier
Sep 30 23:30:23.663 INFO New block received                      hash: 0x957f…479a, slot: 412951
Sep 30 23:30:26.001 INFO Synced                                  slot: 412951, block: 0x957f…479a, epoch: 12904, finalized_epoch: 12901, finalized_root: 0x6629…187d, peers: 51, service: slot_notifier
Sep 30 23:30:26.504 WARN Could not verify block for gossip, ignoring the block, error: BlockIsAlreadyKnown
Sep 30 23:30:34.780 WARN Could not verify block for gossip, ignoring the block, error: BlockIsAlreadyKnown
Sep 30 23:30:34.781 WARN Could not verify block for gossip, ignoring the block, error: BlockIsAlreadyKnown
Sep 30 23:30:34.785 WARN Could not verify block for gossip, ignoring the block, error: BlockIsAlreadyKnown
Sep 30 23:30:34.785 WARN Could not verify block for gossip, ignoring the block, error: BlockIsAlreadyKnown
Sep 30 23:30:38.000 INFO Synced                                  slot: 412952, block:    …  empty, epoch: 12904, finalized_epoch: 12901, finalized_root: 0x6629…187d, peers: 53, service: slot_notifier
Sep 30 23:30:42.909 WARN Could not verify block for gossip, ignoring the block, error: BlockIsAlreadyKnown
Sep 30 23:30:42.910 WARN Could not verify block for gossip, ignoring the block, error: BlockIsAlreadyKnown
Sep 30 23:30:42.911 WARN Could not verify block for gossip, ignoring the block, error: BlockIsAlreadyKnown
Sep 30 23:30:42.913 WARN Could not verify block for gossip, ignoring the block, error: BlockIsAlreadyKnown
Sep 30 23:30:45.472 INFO New block received                      hash: 0x4081…1c85, slot: 412953
Sep 30 23:30:50.000 INFO Synced                                  slot: 412953, block: 0x4081…1c85, epoch: 12904, finalized_epoch: 12901, finalized_root: 0x6629…187d, peers: 53, service: slot_notifier
Sep 30 23:30:57.532 INFO New block received                      hash: 0xbf0a…88fc, slot: 412954
Sep 30 23:31:02.000 INFO Synced                                  slot: 412954, block: 0xbf0a…88fc, epoch: 12904, finalized_epoch: 12901, finalized_root: 0x6629…187d, peers: 54, service: slot_notifier
Sep 30 23:31:08.754 INFO New block received                      hash: 0x7f79…8f9a, slot: 412955
Sep 30 23:31:14.001 INFO Synced                                  slot: 412955, block: 0x7f79…8f9a, epoch: 12904, finalized_epoch: 12901, finalized_root: 0x6629…187d, peers: 51, service: slot_notifier
Sep 30 23:31:26.001 INFO Synced                                  slot: 412956, block:    …  empty, epoch: 12904, finalized_epoch: 12901, finalized_root: 0x6629…187d, peers: 52, service: slot_notifier
Sep 30 23:31:33.659 INFO New block received                      hash: 0x0c77…a178, slot: 412957
Sep 30 23:31:38.000 INFO Synced                                  slot: 412957, block: 0x0c77…a178, epoch: 12904, finalized_epoch: 12901, finalized_root: 0x6629…187d, peers: 53, service: slot_notifier
Sep 30 23:31:46.696 INFO New block received                      hash: 0xba9f…6ae6, slot: 412958
Sep 30 23:31:50.000 INFO Synced                                  slot: 412958, block: 0xba9f…6ae6, epoch: 12904, finalized_epoch: 12901, finalized_root: 0x6629…187d, peers: 52, service: slot_notifier
Sep 30 23:31:56.843 INFO New block received                      hash: 0x1db5…6636, slot: 412959
Sep 30 23:32:02.001 INFO Synced                                  slot: 412959, block: 0x1db5…6636, epoch: 12904, finalized_epoch: 12901, finalized_root: 0x6629…187d, peers: 53, service: slot_notifier
Sep 30 23:32:14.001 INFO Synced                                  slot: 412960, block:    …  empty, epoch: 12905, finalized_epoch: 12901, finalized_root: 0x6629…187d, peers: 51, service: slot_notifier
Sep 30 23:32:25.006 INFO New block received                      hash: 0x9306…e3db, slot: 412961
Sep 30 23:32:26.000 INFO Synced                                  slot: 412961, block: 0x9306…e3db, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 52, service: slot_notifier
Sep 30 23:32:38.000 INFO Synced                                  slot: 412962, block:    …  empty, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 51, service: slot_notifier
Sep 30 23:32:45.569 INFO New block received                      hash: 0x8e4d…4584, slot: 412963
Sep 30 23:32:50.000 INFO Synced                                  slot: 412963, block: 0x8e4d…4584, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 52, service: slot_notifier
Sep 30 23:32:57.042 INFO New block received                      hash: 0xfd8b…f57c, slot: 412964
Sep 30 23:33:02.000 INFO Synced                                  slot: 412964, block: 0xfd8b…f57c, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 54, service: slot_notifier
Sep 30 23:33:08.471 INFO New block received                      hash: 0x264a…ad05, slot: 412965
Sep 30 23:33:14.001 INFO Synced                                  slot: 412965, block: 0x264a…ad05, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 50, service: slot_notifier
Sep 30 23:33:20.690 INFO New block received                      hash: 0x3c18…9c21, slot: 412966
Sep 30 23:33:26.001 INFO Synced                                  slot: 412966, block: 0x3c18…9c21, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 53, service: slot_notifier
Sep 30 23:33:38.000 INFO Synced                                  slot: 412967, block:    …  empty, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 52, service: slot_notifier
Sep 30 23:33:46.845 INFO New block received                      hash: 0x4ca2…88db, slot: 412968
Sep 30 23:33:50.000 INFO Synced                                  slot: 412968, block: 0x4ca2…88db, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 53, service: slot_notifier
Sep 30 23:33:56.713 INFO New block received                      hash: 0xcafb…1c33, slot: 412969
Sep 30 23:34:02.000 INFO Synced                                  slot: 412969, block: 0xcafb…1c33, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 55, service: slot_notifier
Sep 30 23:34:14.000 INFO Synced                                  slot: 412970, block:    …  empty, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 50, service: slot_notifier
Sep 30 23:34:26.001 INFO Synced                                  slot: 412971, block:    …  empty, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 54, service: slot_notifier
Sep 30 23:34:26.128 INFO New block received                      hash: 0x53be…1aba, slot: 412970
Sep 30 23:34:33.324 INFO New block received                      hash: 0x2e51…91c0, slot: 412972
Sep 30 23:34:38.000 INFO Synced                                  slot: 412972, block: 0x2e51…91c0, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 55, service: slot_notifier
Sep 30 23:34:46.585 INFO New block received                      hash: 0x9159…d42a, slot: 412973
Sep 30 23:34:50.000 INFO Synced                                  slot: 412973, block: 0x9159…d42a, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 51, service: slot_notifier
Sep 30 23:35:02.000 INFO Synced                                  slot: 412974, block:    …  empty, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 55, service: slot_notifier
Sep 30 23:35:08.331 INFO New block received                      hash: 0x5b60…1649, slot: 412975
Sep 30 23:35:14.000 INFO Synced                                  slot: 412975, block: 0x5b60…1649, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 52, service: slot_notifier
Sep 30 23:35:26.000 INFO Synced                                  slot: 412976, block:    …  empty, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 54, service: slot_notifier
Sep 30 23:35:38.001 INFO Synced                                  slot: 412977, block:    …  empty, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 55, service: slot_notifier
Sep 30 23:35:44.792 INFO New block received                      hash: 0xb46b…42cb, slot: 412978
Sep 30 23:35:50.001 INFO Synced                                  slot: 412978, block: 0xb46b…42cb, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 51, service: slot_notifier
Sep 30 23:35:56.987 INFO New block received                      hash: 0x034b…3a50, slot: 412979
Sep 30 23:36:02.000 INFO Synced                                  slot: 412979, block: 0x034b…3a50, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 55, service: slot_notifier
Sep 30 23:36:09.613 INFO New block received                      hash: 0x6439…7d4f, slot: 412980
Sep 30 23:36:14.000 INFO Synced                                  slot: 412980, block: 0x6439…7d4f, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 50, service: slot_notifier
Sep 30 23:36:21.538 INFO New block received                      hash: 0x269f…4467, slot: 412981
Sep 30 23:36:26.001 INFO Synced                                  slot: 412981, block: 0x269f…4467, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 51, service: slot_notifier
Sep 30 23:36:32.690 INFO New block received                      hash: 0x128c…77dc, slot: 412982
Sep 30 23:36:38.000 INFO Synced                                  slot: 412982, block: 0x128c…77dc, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 55, service: slot_notifier
Sep 30 23:36:45.069 INFO New block received                      hash: 0xd0a3…32c2, slot: 412983
Sep 30 23:36:50.000 INFO Synced                                  slot: 412983, block: 0xd0a3…32c2, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 50, service: slot_notifier
Sep 30 23:36:57.196 INFO New block received                      hash: 0xf14e…3d72, slot: 412984
Sep 30 23:37:02.000 INFO Synced                                  slot: 412984, block: 0xf14e…3d72, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 54, service: slot_notifier
Sep 30 23:37:09.179 INFO New block received                      hash: 0x09e1…c2ba, slot: 412985
Sep 30 23:37:14.000 INFO Synced                                  slot: 412985, block: 0x09e1…c2ba, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 50, service: slot_notifier
Sep 30 23:37:21.679 INFO New block received                      hash: 0x2528…70a3, slot: 412986
Sep 30 23:37:26.001 INFO Synced                                  slot: 412986, block: 0x2528…70a3, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 52, service: slot_notifier
Sep 30 23:37:32.909 INFO New block received                      hash: 0xb65c…c837, slot: 412987
Sep 30 23:37:38.000 INFO Synced                                  slot: 412987, block: 0xb65c…c837, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 55, service: slot_notifier
Sep 30 23:37:44.777 INFO New block received                      hash: 0x0272…d0f5, slot: 412988
Sep 30 23:37:50.001 INFO Synced                                  slot: 412988, block: 0x0272…d0f5, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 50, service: slot_notifier
Sep 30 23:37:57.186 INFO New block received                      hash: 0x9d36…916e, slot: 412989
Sep 30 23:38:02.000 INFO Synced                                  slot: 412989, block: 0x9d36…916e, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 52, service: slot_notifier
Sep 30 23:38:09.246 INFO New block received                      hash: 0x1927…2240, slot: 412990
Sep 30 23:38:14.001 INFO Synced                                  slot: 412990, block: 0x1927…2240, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 50, service: slot_notifier
Sep 30 23:38:20.365 INFO New block received                      hash: 0xdf1b…c51c, slot: 412991
Sep 30 23:38:26.000 INFO Synced                                  slot: 412991, block: 0xdf1b…c51c, epoch: 12905, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 50, service: slot_notifier
Sep 30 23:38:38.000 INFO Synced                                  slot: 412992, block:    …  empty, epoch: 12906, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 52, service: slot_notifier
Sep 30 23:38:50.001 INFO Synced                                  slot: 412993, block:    …  empty, epoch: 12906, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 53, service: slot_notifier
Sep 30 23:39:02.000 INFO Synced                                  slot: 412994, block:    …  empty, epoch: 12906, finalized_epoch: 12903, finalized_root: 0x03f3…311f, peers: 55, service: slot_notifier
Sep 30 23:39:10.117 INFO New block received                      hash: 0x1089…1124, slot: 412995
Sep 30 23:39:14.001 INFO Synced                                  slot: 412995, block: 0x1089…1124, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 50, service: slot_notifier
Sep 30 23:39:26.001 INFO Synced                                  slot: 412996, block:    …  empty, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 51, service: slot_notifier
Sep 30 23:39:32.826 INFO New block received                      hash: 0x9c84…001e, slot: 412997
Sep 30 23:39:38.000 INFO Synced                                  slot: 412997, block: 0x9c84…001e, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 55, service: slot_notifier
Sep 30 23:39:46.497 INFO New block received                      hash: 0x046a…6dc4, slot: 412998
Sep 30 23:39:50.000 INFO Synced                                  slot: 412998, block: 0x046a…6dc4, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 53, service: slot_notifier
Sep 30 23:40:02.001 INFO Synced                                  slot: 412999, block:    …  empty, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 55, service: slot_notifier
Sep 30 23:40:08.806 INFO New block received                      hash: 0x125e…3373, slot: 413000
Sep 30 23:40:14.001 INFO Synced                                  slot: 413000, block: 0x125e…3373, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 50, service: slot_notifier
Sep 30 23:40:21.411 INFO New block received                      hash: 0xad00…9df9, slot: 413001
Sep 30 23:40:26.001 INFO Synced                                  slot: 413001, block: 0xad00…9df9, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 53, service: slot_notifier
Sep 30 23:40:34.731 INFO New block received                      hash: 0x19db…5c3e, slot: 413002
Sep 30 23:40:38.001 INFO Synced                                  slot: 413002, block: 0x19db…5c3e, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 55, service: slot_notifier
Sep 30 23:40:45.296 INFO New block received                      hash: 0x28e1…b5db, slot: 413003
Sep 30 23:40:50.000 INFO Synced                                  slot: 413003, block: 0x28e1…b5db, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 52, service: slot_notifier
Sep 30 23:40:56.619 INFO New block received                      hash: 0x33ce…0909, slot: 413004
Sep 30 23:41:02.001 INFO Synced                                  slot: 413004, block: 0x33ce…0909, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 53, service: slot_notifier
Sep 30 23:41:10.529 INFO New block received                      hash: 0x7b33…6140, slot: 413005
Sep 30 23:41:14.000 INFO Synced                                  slot: 413005, block: 0x7b33…6140, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 50, service: slot_notifier
Sep 30 23:41:20.841 INFO New block received                      hash: 0x19b0…c609, slot: 413006
Sep 30 23:41:26.001 INFO Synced                                  slot: 413006, block: 0x19b0…c609, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 52, service: slot_notifier
Sep 30 23:41:32.853 INFO New block received                      hash: 0xfaa8…da8f, slot: 413007
Sep 30 23:41:38.000 INFO Synced                                  slot: 413007, block: 0xfaa8…da8f, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 55, service: slot_notifier
Sep 30 23:41:50.000 INFO Synced                                  slot: 413008, block:    …  empty, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 52, service: slot_notifier
Sep 30 23:41:57.511 INFO New block received                      hash: 0x5dcf…6abf, slot: 413009
Sep 30 23:42:02.001 INFO Synced                                  slot: 413009, block: 0x5dcf…6abf, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 54, service: slot_notifier
Sep 30 23:42:05.458 INFO Imported deposit log(s)                 new: 1, total: 77570, latest_block: 3494328, service: eth1_rpc
Sep 30 23:42:09.392 INFO New block received                      hash: 0x136a…d2fa, slot: 413010
Sep 30 23:42:14.000 INFO Synced                                  slot: 413010, block: 0x136a…d2fa, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 50, service: slot_notifier
Sep 30 23:42:19.467 INFO Imported deposit log(s)                 new: 1, total: 77570, latest_block: 3494328, service: eth1_rpc
Sep 30 23:42:20.727 INFO New block received                      hash: 0x5b7c…6bcb, slot: 413011
Sep 30 23:42:26.001 INFO Synced                                  slot: 413011, block: 0x5b7c…6bcb, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 53, service: slot_notifier
Sep 30 23:42:33.166 INFO New block received                      hash: 0x5856…1294, slot: 413012
Sep 30 23:42:38.001 INFO Synced                                  slot: 413012, block: 0x5856…1294, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 55, service: slot_notifier
Sep 30 23:42:50.001 INFO Synced                                  slot: 413013, block:    …  empty, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 53, service: slot_notifier
Sep 30 23:42:57.557 INFO New block received                      hash: 0x7441…6b41, slot: 413014
Sep 30 23:43:02.001 INFO Synced                                  slot: 413014, block: 0x7441…6b41, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 55, service: slot_notifier
Sep 30 23:43:09.883 INFO New block received                      hash: 0xd345…5771, slot: 413015
Sep 30 23:43:14.000 INFO Synced                                  slot: 413015, block: 0xd345…5771, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 50, service: slot_notifier
Sep 30 23:43:14.140 WARN Could not verify block for gossip, ignoring the block, error: BlockIsAlreadyKnown
Sep 30 23:43:16.629 WARN Could not verify block for gossip, ignoring the block, error: BlockIsAlreadyKnown
Sep 30 23:43:16.629 WARN Could not verify block for gossip, ignoring the block, error: BlockIsAlreadyKnown
Sep 30 23:43:16.632 WARN Could not verify block for gossip, ignoring the block, error: BlockIsAlreadyKnown
Sep 30 23:43:22.399 INFO New block received                      hash: 0x1baf…dda3, slot: 413016
Sep 30 23:43:26.000 INFO Synced                                  slot: 413016, block: 0x1baf…dda3, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 53, service: slot_notifier
Sep 30 23:43:32.716 INFO New block received                      hash: 0x3332…5d16, slot: 413017
Sep 30 23:43:38.000 INFO Synced                                  slot: 413017, block: 0x3332…5d16, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 54, service: slot_notifier
Sep 30 23:43:45.229 INFO New block received                      hash: 0xbeb7…95ef, slot: 413018
Sep 30 23:43:50.000 INFO Synced                                  slot: 413018, block: 0xbeb7…95ef, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 50, service: slot_notifier
Sep 30 23:43:56.671 INFO New block received                      hash: 0x44ef…3c4d, slot: 413019
Sep 30 23:44:02.000 INFO Synced                                  slot: 413019, block: 0x44ef…3c4d, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 52, service: slot_notifier
Sep 30 23:44:08.614 INFO New block received                      hash: 0x4b7f…c362, slot: 413020
Sep 30 23:44:14.000 INFO Synced                                  slot: 413020, block: 0x4b7f…c362, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 51, service: slot_notifier
Sep 30 23:44:20.825 INFO New block received                      hash: 0x7b72…2409, slot: 413021
Sep 30 23:44:26.000 INFO Synced                                  slot: 413021, block: 0x7b72…2409, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 53, service: slot_notifier
Sep 30 23:44:32.472 INFO New block received                      hash: 0x54f9…774e, slot: 413022
Sep 30 23:44:38.000 INFO Synced                                  slot: 413022, block: 0x54f9…774e, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 55, service: slot_notifier
Sep 30 23:44:44.753 INFO New block received                      hash: 0x0944…e4fa, slot: 413023
Sep 30 23:44:50.000 INFO Synced                                  slot: 413023, block: 0x0944…e4fa, epoch: 12906, finalized_epoch: 12904, finalized_root: 0xfd4d…eadf, peers: 52, service: slot_notifier
Sep 30 23:44:57.864 INFO New block received                      hash: 0x32b1…0ef0, slot: 413024
Sep 30 23:45:02.000 INFO Synced                                  slot: 413024, block: 0x32b1…0ef0, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 53, service: slot_notifier
Sep 30 23:45:08.278 INFO New block received                      hash: 0x6262…d3a4, slot: 413025
Sep 30 23:45:14.000 INFO Synced                                  slot: 413025, block: 0x6262…d3a4, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 51, service: slot_notifier
Sep 30 23:45:26.000 INFO Synced                                  slot: 413026, block:    …  empty, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 53, service: slot_notifier
Sep 30 23:45:34.768 INFO New block received                      hash: 0xfa68…0209, slot: 413027
Sep 30 23:45:38.001 INFO Synced                                  slot: 413027, block: 0xfa68…0209, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 55, service: slot_notifier
Sep 30 23:45:45.443 INFO New block received                      hash: 0xbe1b…14ed, slot: 413028
Sep 30 23:45:50.000 INFO Synced                                  slot: 413028, block: 0xbe1b…14ed, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 55, service: slot_notifier
Sep 30 23:45:57.178 INFO New block received                      hash: 0xfc05…c995, slot: 413029
Sep 30 23:46:02.000 INFO Synced                                  slot: 413029, block: 0xfc05…c995, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 55, service: slot_notifier
Sep 30 23:46:09.717 INFO New block received                      hash: 0xdd4c…b2c5, slot: 413030
Sep 30 23:46:14.000 INFO Synced                                  slot: 413030, block: 0xdd4c…b2c5, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 51, service: slot_notifier
Sep 30 23:46:20.811 INFO New block received                      hash: 0xa1ea…46e4, slot: 413031
Sep 30 23:46:26.000 INFO Synced                                  slot: 413031, block: 0xa1ea…46e4, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 51, service: slot_notifier
Sep 30 23:46:33.374 INFO New block received                      hash: 0x802f…1e61, slot: 413032
Sep 30 23:46:38.000 INFO Synced                                  slot: 413032, block: 0x802f…1e61, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 54, service: slot_notifier
Sep 30 23:46:44.438 INFO New block received                      hash: 0xc687…f6e7, slot: 413033
Sep 30 23:46:50.000 INFO Synced                                  slot: 413033, block: 0xc687…f6e7, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 54, service: slot_notifier
Sep 30 23:46:57.780 INFO New block received                      hash: 0xe712…beaf, slot: 413034
Sep 30 23:47:02.000 INFO Synced                                  slot: 413034, block: 0xe712…beaf, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 55, service: slot_notifier
Sep 30 23:47:08.843 INFO New block received                      hash: 0x1e25…d2f2, slot: 413035
Sep 30 23:47:14.000 INFO Synced                                  slot: 413035, block: 0x1e25…d2f2, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 52, service: slot_notifier
Sep 30 23:47:21.787 INFO New block received                      hash: 0x0692…82e7, slot: 413036
Sep 30 23:47:26.000 INFO Synced                                  slot: 413036, block: 0x0692…82e7, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 51, service: slot_notifier
Sep 30 23:47:38.001 INFO Synced                                  slot: 413037, block:    …  empty, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 54, service: slot_notifier
Sep 30 23:47:50.000 INFO Synced                                  slot: 413038, block:    …  empty, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 52, service: slot_notifier
Sep 30 23:47:57.173 INFO New block received                      hash: 0x7ccf…c830, slot: 413039
Sep 30 23:48:02.001 INFO Synced                                  slot: 413039, block: 0x7ccf…c830, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 52, service: slot_notifier
Sep 30 23:48:08.983 INFO New block received                      hash: 0x8e6d…6fbc, slot: 413040
Sep 30 23:48:14.001 INFO Synced                                  slot: 413040, block: 0x8e6d…6fbc, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 50, service: slot_notifier
Sep 30 23:48:21.822 INFO New block received                      hash: 0x6837…7df5, slot: 413041
Sep 30 23:48:26.001 INFO Synced                                  slot: 413041, block: 0x6837…7df5, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 52, service: slot_notifier
Sep 30 23:48:38.000 INFO Synced                                  slot: 413042, block:    …  empty, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 55, service: slot_notifier
Sep 30 23:48:44.599 INFO New block received                      hash: 0x8bde…a43a, slot: 413043
Sep 30 23:48:50.000 INFO Synced                                  slot: 413043, block: 0x8bde…a43a, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 53, service: slot_notifier
Sep 30 23:48:57.371 INFO New block received                      hash: 0x8792…d427, slot: 413044
Sep 30 23:49:02.000 INFO Synced                                  slot: 413044, block: 0x8792…d427, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 54, service: slot_notifier
Sep 30 23:49:11.160 INFO New block received                      hash: 0xf97f…25a0, slot: 413045
Sep 30 23:49:14.001 INFO Synced                                  slot: 413045, block: 0xf97f…25a0, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 50, service: slot_notifier
Sep 30 23:49:22.668 INFO New block received                      hash: 0x5571…7038, slot: 413046
Sep 30 23:49:26.000 INFO Synced                                  slot: 413046, block: 0x5571…7038, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 51, service: slot_notifier
Sep 30 23:49:33.372 INFO New block received                      hash: 0xbc89…29d5, slot: 413047
Sep 30 23:49:38.000 INFO Synced                                  slot: 413047, block: 0xbc89…29d5, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 55, service: slot_notifier
Sep 30 23:49:50.000 INFO Synced                                  slot: 413048, block:    …  empty, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 51, service: slot_notifier
Sep 30 23:49:55.657 INFO New block received                      hash: 0x88d5…d18b, slot: 413048
Sep 30 23:49:56.717 INFO New block received                      hash: 0x2d43…cb31, slot: 413049
Sep 30 23:50:02.001 INFO Synced                                  slot: 413049, block: 0x2d43…cb31, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 53, service: slot_notifier
Sep 30 23:50:14.001 INFO Synced                                  slot: 413050, block:    …  empty, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 50, service: slot_notifier
Sep 30 23:50:15.593 INFO New block received                      hash: 0x4675…48b8, slot: 413050
Sep 30 23:50:20.702 INFO New block received                      hash: 0x301b…7612, slot: 413051
Sep 30 23:50:26.000 INFO Synced                                  slot: 413051, block: 0x301b…7612, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 55, service: slot_notifier
Sep 30 23:50:35.392 INFO New block received                      hash: 0x2754…d079, slot: 413052
Sep 30 23:50:38.000 INFO Synced                                  slot: 413052, block: 0x2754…d079, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 55, service: slot_notifier
